D0309 17:12:43.991279456   21026 ev_posix.cc:172]            Using polling engine: epollex
I0309 17:12:44.061575969   21028 ref_counted.h:182]          BatchData:0x91f878 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1625 unref 4 -> 3 resuming deferred recv_initial_metadata_ready
I0309 17:12:44.061618090   21028 retry_filter.cc:2518]       chand=0x921d50 calld=0x91d270: invoking recv_message_ready for pending batch at index 0
I0309 17:12:44.061660682   21028 ref_counted.h:182]          BatchData:0x91f878 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1634 unref 3 -> 2 resuming deferred recv_message_ready
D0309 17:12:44.061700163   21028 error.cc:304]               0x2b7c40000d70: 8 -> 9 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1673]
D0309 17:12:44.061737094   21028 error.cc:352]               0x2b7c40000d70: 9 -> 8 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1661]
I0309 17:12:44.061776685   21028 call_combiner.cc:127]       ==> CallCombiner::Start() [0x91c088] closure=0x91cc68 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:169: recv_initial_metadata_ready for pending batch] error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
I0309 17:12:44.061818646   21028 call_combiner.cc:136]         size: 2 -> 3
I0309 17:12:44.061854067   21028 call_combiner.cc:150]         QUEUING
I0309 17:12:44.061892808   21028 call_combiner.cc:127]       ==> CallCombiner::Start() [0x91c088] closure=0x91cc20 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:169: recv_message_ready for pending batch] error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
I0309 17:12:44.061934660   21028 call_combiner.cc:136]         size: 3 -> 4
I0309 17:12:44.061969451   21028 call_combiner.cc:150]         QUEUING
I0309 17:12:44.062008782   21028 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x91c088: closure=0x91cf48 error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]} reason=recv_trailing_metadata_ready for pending batch
D0309 17:12:44.062050093   21028 error.cc:352]               0x2b7c40000d70: 8 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1677]
I0309 17:12:44.062088514   21028 ref_counted.h:165]          BatchData:0x91f878 unref 2 -> 1
D0309 17:12:44.062123825   21028 closure.h:268]              closure 0x9228c0 finished
D0309 17:12:44.062158726   21028 error.cc:352]               0x2b7c40000d70: 7 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/closure.h:271]
D0309 17:12:44.062194147   21028 error.cc:352]               0x2b7c40000d70: 6 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0309 17:12:44.062228518   21028 exec_ctx.cc:54]             closure 0x922c10 finished
D0309 17:12:44.062264139   21028 exec_ctx.cc:34]             running closure 0x91cf48: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2283]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:180]
D0309 17:12:44.062301630   21028 error.cc:304]               0x2b7c40000d70: 5 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2273]
D0309 17:12:44.062337671   21028 closure.h:259]              running closure 0x91ce30: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/deadline/deadline_filter.cc:152]: run [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2272]
D0309 17:12:44.062383433   21028 error.cc:304]               0x2b7c40000d70: 6 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/deadline/deadline_filter.cc:142]
D0309 17:12:44.062428944   21028 closure.h:259]              running closure 0x91ccb0: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1668]: run [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/deadline/deadline_filter.cc:140]
I0309 17:12:44.062465375   21028 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x91c088] [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1310: recv_trailing_metadata_ready]
I0309 17:12:44.062499436   21028 call_combiner.cc:172]         size: 4 -> 3
I0309 17:12:44.062532657   21028 call_combiner.cc:179]         checking queue
I0309 17:12:44.062570108   21028 call_combiner.cc:201]         EXECUTING FROM QUEUE: closure=0x91f8f8 error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0309 17:12:44.062614229   21028 error.cc:304]               0x2b7c40000d70: 7 -> 8 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1312]
D0309 17:12:44.062651141   21028 call.cc:716]                set_final_status CLI
D0309 17:12:44.062687012   21028 call.cc:717]                {"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0309 17:12:44.062729943   21028 error.cc:304]               0x2b7c40000d70: 8 -> 9 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/error.h:431]
D0309 17:12:44.062768984   21028 error.cc:352]               0x2b7c40000d70: 9 -> 8 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:727]
D0309 17:12:44.062843776   21028 closure.h:268]              closure 0x91ccb0 finished
D0309 17:12:44.062882727   21028 error.cc:352]               0x2b7c40000d70: 8 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/closure.h:271]
D0309 17:12:44.062917168   21028 closure.h:268]              closure 0x91ce30 finished
D0309 17:12:44.062952099   21028 error.cc:352]               0x2b7c40000d70: 7 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/closure.h:271]
D0309 17:12:44.062987490   21028 error.cc:352]               0x2b7c40000d70: 6 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0309 17:12:44.063030932   21028 exec_ctx.cc:54]             closure 0x91cf48 finished
D0309 17:12:44.063065993   21028 exec_ctx.cc:34]             running closure 0x91f8f8: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1312]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:109]
I0309 17:12:44.063136385   21028 retry_filter.cc:1851]       chand=0x921d50 calld=0x91d270 attempt=0x921ed0 batch_data=0x91f870: got on_complete, error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}, batch= SEND_INITIAL_METADATA{:path: /mathtest.MathTest/sendRequest} SEND_MESSAGE(flag and length unknown, already orphaned) SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA
I0309 17:12:44.063183926   21028 retry_filter.cc:2337]       chand=0x921d50 calld=0x91d270: destroying send_initial_metadata
I0309 17:12:44.063229417   21028 retry_filter.cc:2346]       chand=0x921d50 calld=0x91d270: destroying send_messages[0]
I0309 17:12:44.063275039   21028 retry_filter.cc:2357]       chand=0x921d50 calld=0x91d270: destroying send_trailing_metadata
D0309 17:12:44.063318180   21028 error.cc:304]               0x2b7c40000d70: 5 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1905]
I0309 17:12:44.063357161   21028 retry_filter.cc:2518]       chand=0x921d50 calld=0x91d270: completed pending batch at index 0
I0309 17:12:44.063403112   21028 retry_filter.cc:2462]       chand=0x921d50 calld=0x91d270: clearing pending batch
I0309 17:12:44.063445984   21028 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x91c088: closure=0x91d108 error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]} reason=on_complete for pending batch
I0309 17:12:44.063492315   21028 ref_counted.h:165]          BatchData:0x91f878 unref 1 -> 0
I0309 17:12:44.063530546   21028 retry_filter.cc:1319]       chand=0x921d50 calld=0x91d270 attempt=0x921ed0: destroying batch 0x91f870
D0309 17:12:44.063566427   21028 transport.h:175]            CALL_STACK 0x91d1e0:0x91d1d0 UNREF Retry BatchData
I0309 17:12:44.063603008   21028 ref_counted.h:182]          stream_refcount:0x91d1e0 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 3 -> 2 Retry BatchData
I0309 17:12:44.063639159   21028 ref_counted.h:182]          CallAttempt:0x921ed8 /public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/retry_filter.cc:1324 unref 1 -> 0 ~BatchData
I0309 17:12:44.063673490   21028 retry_filter.cc:717]        chand=0x921d50 calld=0x91d270 attempt=0x921ed0: destroying call attempt
D0309 17:12:44.063734902   21028 error.cc:352]               0x2b7c40000d70: 6 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0309 17:12:44.063777603   21028 exec_ctx.cc:54]             closure 0x91f8f8 finished
D0309 17:12:44.063813734   21028 exec_ctx.cc:34]             running closure 0x91d108: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1715]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:180]
I0309 17:12:44.063849365   21028 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x91c088] [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1319: on_complete]
I0309 17:12:44.063884416   21028 call_combiner.cc:172]         size: 3 -> 2
I0309 17:12:44.063918087   21028 call_combiner.cc:179]         checking queue
I0309 17:12:44.063956038   21028 call_combiner.cc:201]         EXECUTING FROM QUEUE: closure=0x91cc68 error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0309 17:12:44.063995440   21028 error.cc:304]               0x2b7c40000d70: 5 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/error.h:431]
D0309 17:12:44.064031561   21028 error.cc:304]               0x2b7c40000d70: 6 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1324]
D0309 17:12:44.064066872   21028 transport.h:158]            CALL_STACK 0x91cd80:0x91c070 REF termination
I0309 17:12:44.064103973   21028 ref_counted.h:115]          stream_refcount:0x91cd80 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:161 ref 2 -> 3 termination
D0309 17:12:44.064139744   21028 error.cc:304]               0x2b7c40000d70: 7 -> 8 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:683]
I0309 17:12:44.064176725   21028 call_combiner.cc:279]       call_combiner=0x91c088: scheduling notify_on_cancel callback=0x921338
D0309 17:12:44.064212806   21028 error.cc:304]               0x2b7c40000d70: 8 -> 9 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:283]
I0309 17:12:44.064256477   21028 call_combiner.cc:127]       ==> CallCombiner::Start() [0x91c088] closure=0x2b7c400011c8 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:623: executing batch] error="OK"
I0309 17:12:44.064294078   21028 call_combiner.cc:136]         size: 2 -> 3
I0309 17:12:44.064333629   21028 call_combiner.cc:150]         QUEUING
D0309 17:12:44.064368100   21028 error.cc:352]               0x2b7c40000d70: 9 -> 8 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0309 17:12:44.064425012   21028 exec_ctx.cc:54]             closure 0x91d108 finished
D0309 17:12:44.064461973   21028 exec_ctx.cc:34]             running closure 0x91cc68: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1599]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:109]
I0309 17:12:44.064497784   21028 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x91c088] [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1252: recv_initial_metadata_ready]
I0309 17:12:44.064532175   21028 call_combiner.cc:172]         size: 3 -> 2
I0309 17:12:44.064565786   21028 call_combiner.cc:179]         checking queue
I0309 17:12:44.064601187   21028 call_combiner.cc:201]         EXECUTING FROM QUEUE: closure=0x91cc20 error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0309 17:12:44.064637808   21028 error.cc:304]               0x2b7c40000d70: 8 -> 9 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1271]
D0309 17:12:44.064674099   21028 error.cc:352]               0x2b7c40000d70: 9 -> 8 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:675]
D0309 17:12:44.064709690   21028 error.cc:352]               0x2b7c40000d70: 8 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0309 17:12:44.064744221   21028 exec_ctx.cc:54]             closure 0x91cc68 finished
D0309 17:12:44.064779493   21028 exec_ctx.cc:34]             running closure 0x921338: created [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2973]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:283]
I0309 17:12:44.064821804   21028 client_channel.cc:2985]     chand=0x9184a0 lb_call=0x9229d0: cancelling queued pick: error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]} self=0x921330 calld->pick_canceller=(nil)
D0309 17:12:44.064861725   21028 transport.h:175]            CALL_STACK 0x91d1e0:0x91d1d0 UNREF LbQueuedCallCanceller
I0309 17:12:44.064903136   21028 ref_counted.h:182]          stream_refcount:0x91d1e0 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 2 -> 1 LbQueuedCallCanceller
I0309 17:12:44.064940997   21028 ref_counted.h:165]          LoadBalancedCall:0x9229d8 unref 2 -> 1
D0309 17:12:44.064977108   21028 error.cc:352]               0x2b7c40000d70: 7 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0309 17:12:44.065011409   21028 exec_ctx.cc:54]             closure 0x921338 finished
D0309 17:12:44.065046520   21028 exec_ctx.cc:34]             running closure 0x91cc20: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1633]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:109]
I0309 17:12:44.065081231   21028 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x91c088] [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1200: recv_message_ready]
I0309 17:12:44.065115012   21028 call_combiner.cc:172]         size: 2 -> 1
I0309 17:12:44.065148513   21028 call_combiner.cc:179]         checking queue
I0309 17:12:44.065184054   21028 call_combiner.cc:201]         EXECUTING FROM QUEUE: closure=0x2b7c400011c8 error="OK"
D0309 17:12:44.065221795   21028 error.cc:304]               0x2b7c40000d70: 6 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1181]
D0309 17:12:44.065263167   21028 error.cc:352]               0x2b7c40000d70: 7 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:675]
D0309 17:12:44.065300518   21028 error.cc:304]               0x2b7c40000d70: 6 -> 7 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1017]
D0309 17:12:44.065342889   21028 error.cc:352]               0x2b7c40000d70: 7 -> 6 [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:1055]
D0309 17:12:44.065391380   21028 error.cc:352]               0x2b7c40000d70: 6 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/error.h:430]
I0309 17:12:44.065433812   21028 completion_queue.cc:776]    cq_end_op_for_pluck(cq=0x9132a0, tag=0x7ffd689b8890, error="OK", done=0x2b7c3044c4ba, done_arg=0x91cfe0, storage=0x91d050)
I0309 17:12:44.065475693   21028 ev_posix.cc:331]            (polling-api) pollset_kick(0x913420, 0x7ffd689b84e0)
I0309 17:12:44.065520174   21028 ev_epollex_linux.cc:728]    PS:0x913420 kick 0x7ffd689b84e0 tls_pollset=(nil) tls_worker=(nil) pollset.root_worker=0x7ffd689b84e0
I0309 17:12:44.065558725   21028 ev_epollex_linux.cc:703]    PS:0x91dab0 kicked_specific_via_wakeup_fd
D0309 17:12:44.065608447   21028 error.cc:352]               0x2b7c40000d70: 5 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0309 17:12:44.065646638   21028 exec_ctx.cc:54]             closure 0x91cc20 finished
D0309 17:12:44.065681919   21028 exec_ctx.cc:34]             running closure 0x2b7c400011c8: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:621]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.cc:109]
I0309 17:12:44.065729390   21028 call.cc:610]                OP[client-channel:0x91cdf0]:  CANCEL:{"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
I0309 17:12:44.065771722   21028 client_channel.cc:1929]     chand=0x9184a0 calld=0x91ce10: starting batch on dynamic_call=0x91d1d0
I0309 17:12:44.065817063   21028 dynamic_filters.cc:66]      OP[retry_filter:0x91d250]:  CANCEL:{"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
I0309 17:12:44.065863684   21028 retry_filter.cc:2157]       chand=0x921d50 calld=0x91d270: batch started from surface:  CANCEL:{"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
I0309 17:12:44.065907305   21028 client_channel.cc:2797]     chand=0x9184a0 lb_call=0x9229d0: failing batch with error: {"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]}
D0309 17:12:44.065945457   21028 error.cc:304]               0x2b7c40000d70: 4 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc:2802]
D0309 17:12:44.065987748   21028 error.cc:352]               0x2b7c40000d70: 5 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:164]
D0309 17:12:44.066026209   21028 error.cc:304]               0x2b7c40000d70: 4 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:183]
I0309 17:12:44.066067920   21028 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x91c088: closure=0x2b7c40001a50 error={"created":"@1678353164.056850341","description":"Failed to pick subchannel","file":"/public/home/lifei/xinzk/source/grpc/src/core/ext/filters/client_channel/client_channel.cc","file_line":3151,"referenced_errors":[{"created":"@1678353164.056773969","description":"failed to connect to all addresses","file":"/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/error_utils.cc","file_line":165,"grpc_status":14}]} reason=failing on_complete
D0309 17:12:44.066109411   21028 error.cc:352]               0x2b7c40000d70: 5 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:188]
D0309 17:12:44.066151673   21028 exec_ctx.cc:54]             closure 0x2b7c400011c8 finished
D0309 17:12:44.066189074   21028 exec_ctx.cc:34]             running closure 0x2b7c40001a50: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:237]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/call_combiner.h:180]
D0309 17:12:44.066228405   21028 error.cc:304]               0x2b7c40000d70: 4 -> 5 [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:228]
D0309 17:12:44.066265476   21028 closure.h:259]              running closure 0x2b7c40001210: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:687]: run [/public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.cc:228]
I0309 17:12:44.066301157   21028 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x91c088] [/public/home/lifei/xinzk/source/grpc/src/core/lib/surface/call.cc:668: on_complete for cancel_stream op]
I0309 17:12:44.066335388   21028 call_combiner.cc:172]         size: 1 -> 0
I0309 17:12:44.066369639   21028 call_combiner.cc:208]         queue empty
D0309 17:12:44.066416210   21028 transport.h:175]            CALL_STACK 0x91cd80:0x91c070 UNREF termination
I0309 17:12:44.066453141   21028 ref_counted.h:182]          stream_refcount:0x91cd80 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 3 -> 2 termination
D0309 17:12:44.066488782   21028 closure.h:268]              closure 0x2b7c40001210 finished
D0309 17:12:44.066524213   21028 error.cc:352]               0x2b7c40000d70: 5 -> 4 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/closure.h:271]
D0309 17:12:44.066559864   21028 error.cc:352]               0x2b7c40000d70: 4 -> 3 [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/exec_ctx.cc:50]
D0309 17:12:44.066594766   21028 exec_ctx.cc:54]             closure 0x2b7c40001a50 finished
I0309 17:12:44.066630167   21028 executor.cc:231]            EXECUTOR (default-executor) [0]: step (sub_depth=1)
D0309 17:12:44.066676058   21026 exec_ctx.cc:54]             closure 0x9218f0 finished
D0309 17:12:44.066716509   21026 exec_ctx.cc:34]             running closure 0x9218a0: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/tcp_client_posix.cc:319]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/timer_generic.cc:454]
I0309 17:12:44.066758020   21026 tcp_client_posix.cc:108]    CLIENT_CONNECT: ipv4:12.8.10.78:5000: on_alarm: error="CANCELLED"
I0309 17:12:44.066805532   21026 ref_counted.h:165]          SubchannelPoolInterface:0x916918 unref 7 -> 6
I0309 17:12:44.066845853   21026 ref_counted.h:182]          security_connector_refcount:0x91f3a8 /public/home/lifei/xinzk/source/grpc/src/core/lib/security/security_connector/security_connector.cc:80 unref 4 -> 3 connector_arg_destroy
D0309 17:12:44.066892564   21026 exec_ctx.cc:54]             closure 0x9218a0 finished
D0309 17:12:44.066929305   21026 exec_ctx.cc:34]             running closure 0x923370: created [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/ev_epollex_linux.cc:401]: scheduled [/public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/ev_epollex_linux.cc:400]
D0309 17:12:44.067038459   21026 exec_ctx.cc:54]             closure 0x923370 finished
I0309 17:12:44.067085070   21026 ref_counted.h:182]          pollable_refcount:0x91dab8 /public/home/lifei/xinzk/source/grpc/src/core/lib/iomgr/ev_epollex_linux.cc:1083 unref 2 -> 1 pollset_worker
I0309 17:12:44.067125921   21026 ev_epollex_linux.cc:661]    PS:0x913420 (pollable:0x91dab0) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=0 (target:0)
I0309 17:12:44.067162422   21026 ev_posix.cc:325]            (polling-api) pollset_work(0x913420, 9223372036854775807) end
D0309 17:12:44.067200053   21026 transport.h:175]            CALL_STACK 0x91cd80:0x91c070 UNREF completion
I0309 17:12:44.067238234   21026 ref_counted.h:182]          stream_refcount:0x91cd80 /public/home/lifei/xinzk/source/grpc/src/core/lib/transport/transport.h:178 unref 2 -> 1 completion
I0309 17:12:44.067321667   21026 completion_queue.cc:1311]   RETURN_EVENT[0x9132a0]: OP_COMPLETE: tag:0x7ffd689b8890 OK
I0309 17:12:44.067423010   21026 completion_queue.cc:1417]   grpc_completion_queue_destroy(cq=0x9132a0)
I0309 17:12:44.067469001   21026 completion_queue.cc:1411]   grpc_completion_queue_shutdown(cq=0x9132a0)
I0309 17:12:44.067509422   21026 ev_posix.cc:308]            (polling-api) pollset_shutdown(0x913420)
I0309 17:12:44.067547323   21026 ev_epollex_linux.cc:661]    PS:0x913420 (pollable:0x91dab0) maybe_finish_shutdown sc=0x9132e0 (target:!NULL) rw=(nil) (target:NULL) cpsc=0 (target:0)
