D0308 11:23:00.336059408   20911 ev_posix.cc:172]            Using polling engine: epollex
I0308 11:23:00.435919963   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 67 72 70 63 2d 61 63 63 65 70 74 2d 65 6e 63 6f 64 69 6e 67 'grpc-accept-encoding'
I0308 11:23:00.435955274   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 17 69 64 65 6e 74 69 74 79 2c 20 64 65 66 6c 61 74 65 2c 20 67 7a 69 '.identity, deflate, gzi'
I0308 11:23:00.435989105   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 70 40 0a 'p@.'
I0308 11:23:00.436023446   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 75 73 65 72 2d 61 67 65 6e 74 'user-agent'
I0308 11:23:00.436056487   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 2d '-'
I0308 11:23:00.436091628   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 67 72 70 63 2d 63 2b 2b 2f 31 2e 34 35 2e 30 20 67 72 70 63 2d 63 2f 32 33 2e 30 2e 30 20 28 6c 69 6e 75 78 3b 20 63 68 74 74 70 32 29 'grpc-c++/1.45.0 grpc-c/23.0.0 (linux; chttp2)'
I0308 11:23:00.436126869   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 00 00 04 08 00 00 00 00 01 00 00 00 05 00 00 09 00 01 00 00 00 01 00 '.......................'
I0308 11:23:00.436162240   20911 rdma_cm.cc:534]             WRITE 0x1ea5680 (peer=ipv4:12.8.10.78:5000): 00 00 00 04 08 05 10 0a 00 00 04 08 00 00 00 00 00 00 00 00 05 '.....................'
I0308 11:23:00.436201802   20911 rdma_cm.cc:420]             Send a message 278
D0308 11:23:00.436239803   20911 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x1c7aef0 curr=0 closure=0x1ea5870
I0308 11:23:00.436281494   20911 combiner.cc:276]            C:0x1ea71b0 finish old_state=3
I0308 11:23:00.436319265   20911 ev_epollex_linux.cc:660]    PS:0x1c5f8c0 (pollable:0x1c69f50) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=0 (target:0)
I0308 11:23:00.436356236   20911 ev_posix.cc:325]            (polling-api) pollset_work(0x1c5f8c0, 9223372036854775807) end
I0308 11:23:00.436402578   20911 ev_posix.cc:321]            (polling-api) pollset_work(0x1c5f8c0, 9223372036854775807) begin
I0308 11:23:00.436440009   20911 ev_epollex_linux.cc:1117]   PS:0x1c5f8c0 work hdl=0x7fffb1616c88 worker=0x7fffb1616ae0 now=1632 deadline=9223372036854775807 kwp=0 pollable=0x1c69f50
I0308 11:23:00.436480900   20911 ev_epollex_linux.cc:935]    POLLABLE:0x1c69f50[type=pollset epfd=7 wakeup=8] poll for -1ms
I0308 11:23:00.436518211   20911 ev_epollex_linux.cc:954]    POLLABLE:0x1c69f50 got 1 events
I0308 11:23:00.436552582   20911 ev_epollex_linux.cc:902]    PS:0x1c5f8c0 got fd 0x1c7aeb0: cancel=0 read=1 write=0
D0308 11:23:00.436585813   20911 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x1c7aef0 curr=1ea5870
D0308 11:23:00.436620504   20911 exec_ctx.cc:34]             running closure 0x1ea5870: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/rdma_cm.cc:674]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/lockfree_event.cc:265]
I0308 11:23:00.436662505   20911 rdma_cm.cc:443]             HANDLE_WRITE_CALLED
I0308 11:23:00.436700976   20911 rdma_cm.cc:479]             A Message sent
I0308 11:23:00.436734627   20911 rdma_cm.cc:365]             CALLED WRITE_CB
D0308 11:23:00.436767348   20911 exec_ctx.cc:54]             closure 0x1ea5870 finished
D0308 11:23:00.436800529   20911 exec_ctx.cc:34]             running closure 0x1ea7a18: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:986]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/rdma_cm.cc:368]
I0308 11:23:00.436845010   20911 combiner.cc:132]            C:0x1ea71b0 grpc_combiner_execute c=0x1ea7a18 last=1
D0308 11:23:00.436878311   20911 exec_ctx.cc:54]             closure 0x1ea7a18 finished
I0308 11:23:00.436912972   20911 combiner.cc:198]            C:0x1ea71b0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0308 11:23:00.436946793   20911 combiner.cc:220]            C:0x1ea71b0 maybe_finish_one n=0x1ea7a18
I0308 11:23:00.436979954   20911 chttp2_transport.cc:795]    W:0x1ea7870 CLIENT [ipv4:12.8.10.78:5000] state WRITING -> IDLE [finish writing]
I0308 11:23:00.437014875   20911 stream_lists.cc:71]         0x1ea7870[1][cli]: pop from writing
D0308 11:23:00.437049256   20911 transport.h:175]            CALL_STACK 0x1eb3a10:0x1eb39a0 UNREF chttp2_writing:end
I0308 11:23:00.437083887   20911 combiner.cc:276]            C:0x1ea71b0 finish old_state=3
D0308 11:23:00.437118118   20911 exec_ctx.cc:34]             running closure 0x1eb47d8: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/connected_channel.cc:77]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:804]
I0308 11:23:00.437153569   20911 call_combiner.cc:127]       ==> CallCombiner::Start() [0x1c68548] closure=0x1c71428 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/connected_channel.cc:60: on_complete] error="OK"
I0308 11:23:00.437187520   20911 call_combiner.cc:136]         size: 0 -> 1
I0308 11:23:00.437219811   20911 call_combiner.cc:144]         EXECUTING IMMEDIATELY
D0308 11:23:00.437252652   20911 exec_ctx.cc:54]             closure 0x1eb47d8 finished
D0308 11:23:00.437288793   20911 exec_ctx.cc:34]             running closure 0x1c71428: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/retry_filter.cc:1312]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/call_combiner.cc:109]
I0308 11:23:00.437400917   20911 retry_filter.cc:1851]       chand=0x1c71710 calld=0x1c69730 attempt=0x1c729a0 batch_data=0x1c713a0: got on_complete, error="OK", batch= SEND_INITIAL_METADATA{:path: /mathtest.MathTest/sendRequest, :authority: 12.8.10.78:5000, :method: POST, :scheme: http, content-type: application/grpc, te: trailers, grpc-accept-encoding: identity, deflate, gzip, user-agent: grpc-c++/1.45.0 grpc-c/23.0.0 (linux; chttp2)} SEND_MESSAGE(flag and length unknown, already orphaned) SEND_TRAILING_METADATA{} RECV_INITIAL_METADATA RECV_MESSAGE RECV_TRAILING_METADATA
I0308 11:23:00.437453458   20911 retry_filter.cc:2518]       chand=0x1c71710 calld=0x1c69730: completed pending batch at index 0
I0308 11:23:00.437501400   20911 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x1c68548: closure=0x1c695c8 error="OK" reason=on_complete for pending batch
I0308 11:23:00.437540871   20911 ref_counted.h:165]          BatchData:0x1c713a8 unref 4 -> 3
D0308 11:23:00.437575302   20911 exec_ctx.cc:54]             closure 0x1c71428 finished
D0308 11:23:00.437608113   20911 exec_ctx.cc:34]             running closure 0x1c695c8: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/surface/call.cc:1715]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/call_combiner.h:180]
I0308 11:23:00.437649144   20911 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x1c68548] [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/surface/call.cc:1319: on_complete]
I0308 11:23:00.437683565   20911 call_combiner.cc:172]         size: 1 -> 0
I0308 11:23:00.437716446   20911 call_combiner.cc:208]         queue empty
D0308 11:23:00.437751107   20911 exec_ctx.cc:54]             closure 0x1c695c8 finished
I0308 11:23:00.437789808   20911 ev_epollex_linux.cc:660]    PS:0x1c5f8c0 (pollable:0x1c69f50) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=0 (target:0)
I0308 11:23:00.437825939   20911 ev_posix.cc:325]            (polling-api) pollset_work(0x1c5f8c0, 9223372036854775807) end
I0308 11:23:00.437860670   20911 ev_posix.cc:321]            (polling-api) pollset_work(0x1c5f8c0, 9223372036854775807) begin
I0308 11:23:00.437896011   20911 ev_epollex_linux.cc:1117]   PS:0x1c5f8c0 work hdl=0x7fffb1616c88 worker=0x7fffb1616ae0 now=1636 deadline=9223372036854775807 kwp=0 pollable=0x1c69f50
I0308 11:23:00.437937352   20911 ev_epollex_linux.cc:935]    POLLABLE:0x1c69f50[type=pollset epfd=7 wakeup=8] poll for -1ms
I0308 11:23:00.437974153   20911 ev_epollex_linux.cc:954]    POLLABLE:0x1c69f50 got 1 events
I0308 11:23:00.438008504   20911 ev_epollex_linux.cc:902]    PS:0x1c5f8c0 got fd 0x1ea5580: cancel=0 read=1 write=0
D0308 11:23:00.438041605   20911 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x1ea55c0 curr=1ea5828
D0308 11:23:00.438082357   20911 exec_ctx.cc:34]             running closure 0x1ea5828: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/rdma_cm.cc:671]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/lockfree_event.cc:265]
I0308 11:23:00.438121888   20911 rdma_cm.cc:204]             Continue Read,Get a slice
I0308 11:23:00.438156249   20911 rdma_cm.cc:206]             A Message of 24 Bytes Received
I0308 11:23:00.438189150   20911 rdma_cm.cc:210]             A sms
D0308 11:23:00.438225931   20911 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x1ea55c0 curr=0 closure=0x1ea5828
D0308 11:23:00.438262832   20911 exec_ctx.cc:54]             closure 0x1ea5828 finished
I0308 11:23:00.438301453   20911 ev_epollex_linux.cc:660]    PS:0x1c5f8c0 (pollable:0x1c69f50) maybe_finish_shutdown sc=(nil) (target:!NULL) rw=(nil) (target:NULL) cpsc=0 (target:0)
I0308 11:23:00.438338164   20911 ev_posix.cc:325]            (polling-api) pollset_work(0x1c5f8c0, 9223372036854775807) end
I0308 11:23:00.438374095   20911 ev_posix.cc:321]            (polling-api) pollset_work(0x1c5f8c0, 9223372036854775807) begin
I0308 11:23:00.451446087   20911 ev_epollex_linux.cc:1117]   PS:0x1c5f8c0 work hdl=0x7fffb1616c88 worker=0x7fffb1616ae0 now=1637 deadline=9223372036854775807 kwp=0 pollable=0x1c69f50
I0308 11:23:00.451492198   20911 ev_epollex_linux.cc:935]    POLLABLE:0x1c69f50[type=pollset epfd=7 wakeup=8] poll for -1ms
I0308 11:23:00.451530539   20911 ev_epollex_linux.cc:954]    POLLABLE:0x1c69f50 got 1 events
I0308 11:23:00.451564310   20911 ev_epollex_linux.cc:902]    PS:0x1c5f8c0 got fd 0x1ea5580: cancel=0 read=1 write=0
D0308 11:23:00.451597101   20911 lockfree_event.cc:236]      LockfreeEvent::SetReady: 0x1ea55c0 curr=1ea5828
D0308 11:23:00.451631302   20911 exec_ctx.cc:34]             running closure 0x1ea5828: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/rdma_cm.cc:671]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/lockfree_event.cc:265]
I0308 11:23:00.451670193   20911 rdma_cm.cc:204]             Continue Read,Get a slice
I0308 11:23:00.451713995   20911 rdma_cm.cc:206]             A Message of 55 Bytes Received
I0308 11:23:00.451745605   20911 rdma_cm.cc:219]             A Message 39
I0308 11:23:00.451786327   20911 rdma_cm.cc:225]             MR_ADDR=0x1c715b0
I0308 11:23:00.451868389   20911 rdma_cm.cc:204]             Continue Read,Get a slice
I0308 11:23:00.451916210   20911 rdma_cm.cc:206]             A Message of 169 Bytes Received
I0308 11:23:00.451956222   20911 rdma_cm.cc:219]             A Message 153
I0308 11:23:00.451994503   20911 rdma_cm.cc:225]             MR_ADDR=0x1c75ed0
I0308 11:23:00.452062505   20911 rdma_cm.cc:318]             Send a short message
I0308 11:23:00.452111056   20911 rdma_cm.cc:181]             Called_READCB
D0308 11:23:00.452147327   20911 exec_ctx.cc:54]             closure 0x1ea5828 finished
D0308 11:23:00.452181888   20911 exec_ctx.cc:34]             running closure 0x1ea7a60: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:2548]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/rdma_cm.cc:197]
I0308 11:23:00.452214829   20911 combiner.cc:132]            C:0x1ea71b0 grpc_combiner_execute c=0x1ea7a60 last=1
D0308 11:23:00.452248490   20911 exec_ctx.cc:54]             closure 0x1ea7a60 finished
I0308 11:23:00.452284721   20911 combiner.cc:198]            C:0x1ea71b0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=0
I0308 11:23:00.452319662   20911 combiner.cc:220]            C:0x1ea71b0 maybe_finish_one n=0x1ea7a60
D0308 11:23:00.452370654   20911 flow_control.cc:117]        0x1ea9ae0[0][cli] | t updt recv | trw:            4194294 -> 4194303, tlw:                       4194308, taw:                       4194308, srw:                              , slw:                              , saw:                              
I0308 11:23:00.452422375   20911 chttp2_transport.cc:795]    W:0x1ea7870 CLIENT [ipv4:12.8.10.78:5000] state IDLE -> WRITING [PING_RESPONSE]
I0308 11:23:00.452459446   20911 combiner.cc:319]            C:0x1ea71b0 grpc_combiner_execute_finally c=0x1ea7988; ac=0x1ea71b0
I0308 11:23:00.452494727   20911 parsing.cc:522]             parsing initial_metadata
D0308 11:23:00.452617031   20911 hpack_parser.cc:1047]       HTTP:1:HDR:CLI: :status: 200
D0308 11:23:00.452862388   20911 hpack_parser.cc:1047]       HTTP:1:HDR:CLI: content-type: application/grpc
D0308 11:23:00.453048804   20911 hpack_parser.cc:1047]       HTTP:1:HDR:CLI: grpc-accept-encoding: identity, deflate, gzip
D0308 11:23:00.453207788   20911 flow_control.cc:117]        0x1ea9ae0[1][cli] | s updt recv | trw:                       4194303, tlw:                       4194308, taw:                       4194308, srw:            4194294 -> 4194308, slw:                       4194308, saw:                       4194308
I0308 11:23:00.453255620   20911 bdp_estimator.h:53]         bdp[ipv4:12.8.10.78:5000]:sched acc=0 est=65536
I0308 11:23:00.453292091   20911 chttp2_transport.cc:795]    W:0x1ea7870 CLIENT [ipv4:12.8.10.78:5000] state WRITING -> WRITING+MORE [BDP_PING]
D0308 11:23:00.453343632   20911 flow_control.cc:117]        0x1ea9ae0[1][cli] |   data recv | trw:                       4194303, tlw:            4194308 -> 4194303, taw:            4194308 -> 4194301, srw:                       4194308, slw:            4194308 -> 4194301, saw:            4194308 -> 4194301
I0308 11:23:00.453399664   20911 parsing.cc:528]             parsing trailing_metadata
D0308 11:23:00.453491917   20911 hpack_parser.cc:1047]       HTTP:1:TRL:CLI: grpc-status: 0
D0308 11:23:00.453587189   20911 transport.h:175]            CALL_STACK 0x1eb3a10:0x1eb39a0 UNREF chttp2
D0308 11:23:00.453637801   20911 flow_control.cc:117]        0x1ea9ae0[0][cli] | t updt recv | trw:            4194303 -> 4194308, tlw:                       4194303, taw:                       4194301, srw:                              , slw:                              , saw:                              
I0308 11:23:00.453673752   20911 rdma_cm.cc:347]             RDMA_READ CALLED
D0308 11:23:00.453715633   20911 lockfree_event.cc:103]      LockfreeEvent::NotifyOn: 0x1ea55c0 curr=0 closure=0x1ea5828
I0308 11:23:00.453753644   20911 combiner.cc:276]            C:0x1ea71b0 finish old_state=5
D0308 11:23:00.453790345   20911 exec_ctx.cc:34]             running closure 0x1eb4a18: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/connected_channel.cc:77]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:1215]
I0308 11:23:00.453832226   20911 call_combiner.cc:127]       ==> CallCombiner::Start() [0x1c68548] closure=0x1eb4090 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/connected_channel.cc:60: recv_initial_metadata_ready] error="OK"
I0308 11:23:00.453867967   20911 call_combiner.cc:136]         size: 0 -> 1
I0308 11:23:00.453901078   20911 call_combiner.cc:144]         EXECUTING IMMEDIATELY
D0308 11:23:00.453934499   20911 exec_ctx.cc:54]             closure 0x1eb4a18 finished
D0308 11:23:00.453968440   20911 exec_ctx.cc:34]             running closure 0x1eb4a78: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/connected_channel.cc:77]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:1215]
I0308 11:23:00.454002811   20911 call_combiner.cc:127]       ==> CallCombiner::Start() [0x1c68548] closure=0x1eb40f8 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/connected_channel.cc:60: recv_message_ready] error="OK"
I0308 11:23:00.454035502   20911 call_combiner.cc:136]         size: 1 -> 2
I0308 11:23:00.454067703   20911 call_combiner.cc:150]         QUEUING
D0308 11:23:00.454100834   20911 exec_ctx.cc:54]             closure 0x1eb4a78 finished
D0308 11:23:00.454135075   20911 exec_ctx.cc:34]             running closure 0x1eb4090: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/http/message_compress/message_decompress_filter.cc:70]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/call_combiner.cc:109]
D0308 11:23:00.454185287   20911 closure.h:259]              running closure 0x1eb3dc0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/http/client/http_client_filter.cc:65]: run [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/http/message_compress/message_decompress_filter.cc:152]
D0308 11:23:00.454255149   20911 closure.h:259]              running closure 0x1c730e0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/retry_filter.cc:2013]: run [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/http/client/http_client_filter.cc:162]
I0308 11:23:00.454306740   20911 retry_filter.cc:1391]       chand=0x1c71710 calld=0x1c69730 attempt=0x1c729a0 batch_data=0x1c713a0: got recv_initial_metadata_ready, error="OK"
I0308 11:23:00.454347721   20911 retry_filter.cc:2536]       chand=0x1c71710 calld=0x1c69730: committing retries
I0308 11:23:00.454391253   20911 retry_filter.cc:2337]       chand=0x1c71710 calld=0x1c69730: destroying send_initial_metadata
I0308 11:23:00.454439904   20911 retry_filter.cc:2346]       chand=0x1c71710 calld=0x1c69730: destroying send_messages[0]
I0308 11:23:00.454479505   20911 retry_filter.cc:2357]       chand=0x1c71710 calld=0x1c69730: destroying send_trailing_metadata
I0308 11:23:00.454519256   20911 retry_filter.cc:783]        chand=0x1c71710 calld=0x1c69730 attempt=0x1c729a0: retry state no longer needed; moving LB call to parent and unreffing the call attempt
I0308 11:23:00.454561528   20911 retry_filter.cc:2518]       chand=0x1c71710 calld=0x1c69730: invoking recv_initial_metadata_ready for pending batch at index 0
I0308 11:23:00.454616949   20911 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x1c68548: closure=0x1c69128 error="OK" reason=recv_initial_metadata_ready for pending batch
I0308 11:23:00.454661861   20911 ref_counted.h:165]          BatchData:0x1c713a8 unref 3 -> 2
D0308 11:23:00.454696602   20911 closure.h:268]              closure 0x1c730e0 finished
D0308 11:23:00.454729242   20911 closure.h:268]              closure 0x1eb3dc0 finished
D0308 11:23:00.454760943   20911 exec_ctx.cc:54]             closure 0x1eb4090 finished
D0308 11:23:00.454793434   20911 exec_ctx.cc:34]             running closure 0x1c69128: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/surface/call.cc:1599]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/call_combiner.h:180]
I0308 11:23:00.454834676   20911 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x1c68548] [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/surface/call.cc:1252: recv_initial_metadata_ready]
I0308 11:23:00.454868607   20911 call_combiner.cc:172]         size: 2 -> 1
I0308 11:23:00.454900807   20911 call_combiner.cc:179]         checking queue
I0308 11:23:00.454939409   20911 call_combiner.cc:201]         EXECUTING FROM QUEUE: closure=0x1eb40f8 error="OK"
D0308 11:23:00.455039712   20911 exec_ctx.cc:54]             closure 0x1c69128 finished
D0308 11:23:00.455082693   20911 exec_ctx.cc:34]             running closure 0x1eb40f8: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/http/message_compress/message_decompress_filter.cc:76]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/call_combiner.cc:109]
D0308 11:23:00.455118764   20911 closure.h:259]              running closure 0x1eb3ce0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/message_size/message_size_filter.cc:151]: run [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/http/message_compress/message_decompress_filter.cc:277]
D0308 11:23:00.455155495   20911 closure.h:259]              running closure 0x1c73130: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/retry_filter.cc:2025]: run [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/message_size/message_size_filter.cc:233]
I0308 11:23:00.455191606   20911 retry_filter.cc:1491]       chand=0x1c71710 calld=0x1c69730 attempt=0x1c729a0 batch_data=0x1c713a0: got recv_message_ready, error="OK"
I0308 11:23:00.455226597   20911 retry_filter.cc:2518]       chand=0x1c71710 calld=0x1c69730: invoking recv_message_ready for pending batch at index 0
I0308 11:23:00.455266008   20911 call_combiner.h:172]        CallCombinerClosureList executing closure while already holding call_combiner 0x1c68548: closure=0x1c690e0 error="OK" reason=recv_message_ready for pending batch
I0308 11:23:00.455305649   20911 ref_counted.h:165]          BatchData:0x1c713a8 unref 2 -> 1
D0308 11:23:00.455339910   20911 closure.h:268]              closure 0x1c73130 finished
D0308 11:23:00.455371831   20911 closure.h:268]              closure 0x1eb3ce0 finished
D0308 11:23:00.455415522   20911 exec_ctx.cc:54]             closure 0x1eb40f8 finished
D0308 11:23:00.455450033   20911 exec_ctx.cc:34]             running closure 0x1c690e0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/surface/call.cc:1633]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/call_combiner.h:180]
I0308 11:23:00.455484114   20911 call_combiner.cc:166]       ==> CallCombiner::Stop() [0x1c68548] [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/surface/call.cc:1200: recv_message_ready]
I0308 11:23:00.455516695   20911 call_combiner.cc:172]         size: 1 -> 0
I0308 11:23:00.455547456   20911 call_combiner.cc:208]         queue empty
I0308 11:23:00.455594058   20911 combiner.cc:132]            C:0x1ea71b0 grpc_combiner_execute c=0x1ea6d30 last=3
D0308 11:23:00.455632019   20911 exec_ctx.cc:54]             closure 0x1c690e0 finished
I0308 11:23:00.455667290   20911 combiner.cc:198]            C:0x1ea71b0 grpc_combiner_continue_exec_ctx contended=0 exec_ctx_ready_to_finish=0 time_to_execute_final_list=1
I0308 11:23:00.455700211   20911 combiner.cc:220]            C:0x1ea71b0 maybe_finish_one n=0x1ea6d30
I0308 11:23:00.455778763   20911 combiner.cc:276]            C:0x1ea71b0 finish old_state=5
D0308 11:23:00.455823044   20911 exec_ctx.cc:34]             running closure 0x1eb4ad8: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/connected_channel.cc:77]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/transport/chttp2/transport/chttp2_transport.cc:1215]
I0308 11:23:00.455861116   20911 call_combiner.cc:127]       ==> CallCombiner::Start() [0x1c68548] closure=0x1eb4408 [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/connected_channel.cc:60: recv_trailing_metadata_ready] error="OK"
I0308 11:23:00.455900697   20911 call_combiner.cc:136]         size: 0 -> 1
I0308 11:23:00.455934168   20911 call_combiner.cc:144]         EXECUTING IMMEDIATELY
D0308 11:23:00.455967379   20911 exec_ctx.cc:54]             closure 0x1eb4ad8 finished
D0308 11:23:00.456001710   20911 exec_ctx.cc:34]             running closure 0x1eb4408: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/http/message_compress/message_decompress_filter.cc:80]: scheduled [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/iomgr/call_combiner.cc:109]
D0308 11:23:00.456038421   20911 closure.h:259]              running closure 0x1eb3e18: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/http/client/http_client_filter.cc:68]: run [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/http/message_compress/message_decompress_filter.cc:306]
D0308 11:23:00.456074072   20911 closure.h:259]              running closure 0x1eb3d28: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/message_size/message_size_filter.cc:154]: run [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/http/client/http_client_filter.cc:184]
D0308 11:23:00.456108553   20911 closure.h:259]              running closure 0x1eb3c70: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/promise_based_filter.cc:60]: run [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/message_size/message_size_filter.cc:253]
D0308 11:23:00.456191295   20911 transport.h:158]            CALL_STACK 0x1eb3a10:0x1eb39a0 REF finish_poll
I0308 11:23:00.456232656   20911 ref_counted.h:115]          stream_refcount:0x1eb3a10 /public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.h:161 ref 1 -> 2 finish_poll
D0308 11:23:00.456273718   20911 closure.h:259]              running closure 0x1eb3ba0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/promise_based_filter.cc:60]: run [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/promise_based_filter.cc:390]
D0308 11:23:00.456311949   20911 transport.h:158]            CALL_STACK 0x1eb3a10:0x1eb39a0 REF finish_poll
I0308 11:23:00.456348130   20911 ref_counted.h:115]          stream_refcount:0x1eb3a10 /public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/transport/transport.h:161 ref 2 -> 3 finish_poll
D0308 11:23:00.456391421   20911 closure.h:259]              running closure 0x1eb39b0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/subchannel.cc:238]: run [/public/home/lifei/xinzk/source/grpc-rdma/src/core/lib/channel/promise_based_filter.cc:390]
D0308 11:23:00.456492404   20911 closure.h:259]              running closure 0x1c736e0: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/client_channel.cc:2775]: run [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/subchannel.cc:279]
D0308 11:23:00.456533775   20911 closure.h:259]              running closure 0x1c73390: created [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/retry_filter.cc:2040]: run [/public/home/lifei/xinzk/source/grpc-rdma/src/core/ext/filters/client_channel/client_channel.cc:2932]
I0308 11:23:00.456571016   20911 retry_filter.cc:1686]       chand=0x1c71710 calld=0x1c69730 attempt=0x1c729a0 batch_data=0x1c713a0: got recv_trailing_metadata_ready, error="OK"
